date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202238,JU,male,26,sex,36474,60414,0.07,165.64,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.413,41.3
202052,JU,female,0,sex,37235,0,0,0,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202053,JU,female,0,sex,37235,0,0,0,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202101,JU,female,364,sex,37235,364,0.98,0.98,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.679,67.9
202102,JU,female,316,sex,37235,680,0.85,1.83,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.718,71.8
202103,JU,female,648,sex,37235,1328,1.74,3.57,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.583,58.3
202104,JU,female,343,sex,37235,1671,0.92,4.49,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.47,47
202105,JU,female,715,sex,37235,2386,1.92,6.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.588,58.8
202106,JU,female,593,sex,37235,2979,1.59,8,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.649,64.9
202107,JU,female,746,sex,37235,3725,2,10,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.56,56.00000000000001
202108,JU,female,728,sex,37235,4453,1.96,11.96,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.55,55.00000000000001
202109,JU,female,654,sex,37235,5107,1.76,13.72,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.527,52.7
202110,JU,female,807,sex,37235,5914,2.17,15.88,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.571,57.099999999999994
202111,JU,female,666,sex,37235,6580,1.79,17.67,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.575,57.49999999999999
202112,JU,female,730,sex,37235,7310,1.96,19.63,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.576,57.599999999999994
202113,JU,female,878,sex,37235,8188,2.36,21.99,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.56,56.00000000000001
202114,JU,female,916,sex,37235,9104,2.46,24.45,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.579,57.9
202115,JU,female,1069,sex,37235,10173,2.87,27.32,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.553,55.300000000000004
202116,JU,female,1278,sex,37235,11451,3.43,30.75,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.532,53.2
202117,JU,female,1479,sex,37235,12930,3.97,34.73,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.544,54.400000000000006
202118,JU,female,2253,sex,37235,15183,6.05,40.78,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.53,53
202119,JU,female,2244,sex,37235,17427,6.03,46.8,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.507,50.7
202120,JU,female,2400,sex,37235,19827,6.45,53.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.492,49.2
202121,JU,female,2349,sex,37235,22176,6.31,59.56,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.501,50.1
202122,JU,female,2385,sex,37235,24561,6.41,65.96,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.506,50.6
202123,JU,female,2089,sex,37235,26650,5.61,71.57,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.497,49.7
202124,JU,female,1921,sex,37235,28571,5.16,76.73,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.481,48.1
202125,JU,female,1638,sex,37235,30209,4.4,81.13,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.486,48.6
202126,JU,female,1908,sex,37235,32117,5.12,86.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.489,48.9
202127,JU,female,1602,sex,37235,33719,4.3,90.56,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.481,48.1
202128,JU,female,1283,sex,37235,35002,3.45,94,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.492,49.2
202129,JU,female,726,sex,37235,35728,1.95,95.95,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.484,48.4
202130,JU,female,611,sex,37235,36339,1.64,97.59,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.511,51.1
202131,JU,female,543,sex,37235,36882,1.46,99.05,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.477,47.699999999999996
202132,JU,female,621,sex,37235,37503,1.67,100.72,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.475,47.5
202133,JU,female,623,sex,37235,38126,1.67,102.39,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.458,45.800000000000004
202134,JU,female,817,sex,37235,38943,2.19,104.59,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.522,52.2
202135,JU,female,982,sex,37235,39925,2.64,107.22,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.511,51.1
202136,JU,female,884,sex,37235,40809,2.37,109.6,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.487,48.699999999999996
202137,JU,female,1004,sex,37235,41813,2.7,112.29,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.456,45.6
202138,JU,female,882,sex,37235,42695,2.37,114.66,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.474,47.4
202139,JU,female,1014,sex,37235,43709,2.72,117.39,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.505,50.5
202140,JU,female,736,sex,37235,44445,1.98,119.36,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.509,50.9
202141,JU,female,753,sex,37235,45198,2.02,121.39,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.472,47.199999999999996
202142,JU,female,531,sex,37235,45729,1.43,122.81,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.467,46.7
202143,JU,female,457,sex,37235,46186,1.23,124.04,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.479,47.9
202144,JU,female,261,sex,37235,46447,0.7,124.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.483,48.3
202145,JU,female,295,sex,37235,46742,0.79,125.53,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.486,48.6
202146,JU,female,519,sex,37235,47261,1.39,126.93,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.509,50.9
202147,JU,female,588,sex,37235,47849,1.58,128.51,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.525,52.5
202148,JU,female,863,sex,37235,48712,2.32,130.82,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.536,53.6
202149,JU,female,1505,sex,37235,50217,4.04,134.87,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.562,56.2
202150,JU,female,2639,sex,37235,52856,7.09,141.95,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.543,54.300000000000004
202151,JU,female,2077,sex,37235,54933,5.58,147.53,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.497,49.7
202152,JU,female,1663,sex,37235,56596,4.47,152,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.518,51.800000000000004
202201,JU,female,2191,sex,37235,58787,5.88,157.88,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.507,50.7
202202,JU,female,1662,sex,37235,60449,4.46,162.34,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.506,50.6
202203,JU,female,744,sex,37235,61193,2,164.34,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.53,53
202204,JU,female,455,sex,37235,61648,1.22,165.56,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.489,48.9
202205,JU,female,373,sex,37235,62021,1,166.57,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.505,50.5
202206,JU,female,195,sex,37235,62216,0.52,167.09,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.483,48.3
202207,JU,female,134,sex,37235,62350,0.36,167.45,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.484,48.4
202208,JU,female,76,sex,37235,62426,0.2,167.65,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.487,48.699999999999996
202209,JU,female,32,sex,37235,62458,0.09,167.74,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.552,55.2
202210,JU,female,41,sex,37235,62499,0.11,167.85,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.562,56.2
202211,JU,female,22,sex,37235,62521,0.06,167.91,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.512,51.2
202212,JU,female,38,sex,37235,62559,0.1,168.01,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.507,50.7
202213,JU,female,64,sex,37235,62623,0.17,168.18,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.604,60.4
202214,JU,female,26,sex,37235,62649,0.07,168.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.531,53.1
202215,JU,female,16,sex,37235,62665,0.04,168.3,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.444,44.4
202216,JU,female,14,sex,37235,62679,0.04,168.33,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.483,48.3
202217,JU,female,34,sex,37235,62713,0.09,168.42,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.442,44.2
202218,JU,female,32,sex,37235,62745,0.09,168.51,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.525,52.5
202219,JU,female,24,sex,37235,62769,0.06,168.58,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.511,51.1
202220,JU,female,25,sex,37235,62794,0.07,168.64,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.439,43.9
202221,JU,female,45,sex,37235,62839,0.12,168.76,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.556,55.60000000000001
202222,JU,female,28,sex,37235,62867,0.08,168.84,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.483,48.3
202223,JU,female,37,sex,37235,62904,0.1,168.94,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.544,54.400000000000006
202224,JU,female,38,sex,37235,62942,0.1,169.04,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.475,47.5
202225,JU,female,46,sex,37235,62988,0.12,169.16,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.535,53.5
202226,JU,female,73,sex,37235,63061,0.2,169.36,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.598,59.8
202227,JU,female,58,sex,37235,63119,0.16,169.52,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.547,54.7
202228,JU,female,75,sex,37235,63194,0.2,169.72,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.446,44.6
202229,JU,female,83,sex,37235,63277,0.22,169.94,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.522,52.2
202230,JU,female,75,sex,37235,63352,0.2,170.14,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.543,54.300000000000004
202231,JU,female,20,sex,37235,63372,0.05,170.19,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.444,44.4
202232,JU,female,41,sex,37235,63413,0.11,170.3,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.554,55.400000000000006
202233,JU,female,38,sex,37235,63451,0.1,170.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.528,52.800000000000004
202234,JU,female,207,sex,37235,63658,0.56,170.96,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.639,63.9
202235,JU,female,169,sex,37235,63827,0.45,171.42,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.655,65.5
202236,JU,female,111,sex,37235,63938,0.3,171.71,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.694,69.39999999999999
202237,JU,female,30,sex,37235,63968,0.08,171.8,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.536,53.6
202238,JU,female,37,sex,37235,64005,0.1,171.89,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.587,58.699999999999996
202052,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202053,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,NA,NA
202101,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202102,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202103,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202104,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202105,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202106,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202107,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202108,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202109,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202110,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202111,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202112,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202113,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202114,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202115,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202116,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202117,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202118,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202119,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202120,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202121,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202122,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202123,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202124,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202125,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202126,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202127,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202128,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202129,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202130,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202131,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202132,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202133,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202134,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202135,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202136,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202137,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202138,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202139,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202140,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202141,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202142,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202143,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202144,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202145,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202146,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202147,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202148,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202149,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202150,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202151,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202152,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202201,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202202,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202203,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202204,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202205,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202206,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202207,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202208,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202209,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202210,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202211,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202212,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202213,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202214,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202215,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202216,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202217,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202218,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202219,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202220,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202221,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202222,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202223,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202224,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202225,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202226,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202227,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202228,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202229,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202230,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202231,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202232,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202233,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202234,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202235,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202236,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202237,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202238,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0,0
202052,LU,male,180,sex,207582,180,0.09,0.09,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.298,29.799999999999997
202053,LU,male,171,sex,207582,351,0.08,0.17,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.312,31.2
202101,LU,male,1110,sex,207582,1461,0.53,0.7,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.326,32.6
202102,LU,male,1467,sex,207582,2928,0.71,1.41,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.389,38.9
202103,LU,male,2024,sex,207582,4952,0.98,2.39,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.484,48.4
202104,LU,male,3563,sex,207582,8515,1.72,4.1,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.434,43.4
202105,LU,male,889,sex,207582,9404,0.43,4.53,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.286,28.599999999999998
202106,LU,male,1493,sex,207582,10897,0.72,5.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.349,34.9
202107,LU,male,2706,sex,207582,13603,1.3,6.55,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.459,45.9
202108,LU,male,3141,sex,207582,16744,1.51,8.07,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.396,39.6
202109,LU,male,3117,sex,207582,19861,1.5,9.57,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.379,37.9
202110,LU,male,2028,sex,207582,21889,0.98,10.54,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.374,37.4
202111,LU,male,2461,sex,207582,24350,1.19,11.73,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.357,35.699999999999996
202112,LU,male,4364,sex,207582,28714,2.1,13.83,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.451,45.1
202113,LU,male,3241,sex,207582,31955,1.56,15.39,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.381,38.1
202114,LU,male,4032,sex,207582,35987,1.94,17.34,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.451,45.1
202115,LU,male,4923,sex,207582,40910,2.37,19.71,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.471,47.099999999999994
202116,LU,male,7358,sex,207582,48268,3.54,23.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.469,46.9
202117,LU,male,8039,sex,207582,56307,3.87,27.13,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.467,46.7
202118,LU,male,11281,sex,207582,67588,5.43,32.56,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.481,48.1
202119,LU,male,11686,sex,207582,79274,5.63,38.19,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.508,50.8
202120,LU,male,13440,sex,207582,92714,6.47,44.66,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.502,50.2
202121,LU,male,12423,sex,207582,105137,5.98,50.65,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.5,50
202122,LU,male,14484,sex,207582,119621,6.98,57.63,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.504,50.4
202123,LU,male,14118,sex,207582,133739,6.8,64.43,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.509,50.9
202124,LU,male,14684,sex,207582,148423,7.07,71.5,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.525,52.5
202125,LU,male,13516,sex,207582,161939,6.51,78.01,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.533,53.300000000000004
202126,LU,male,10869,sex,207582,172808,5.24,83.25,COVID19VaccDosesAdministered,2022-09-27_07-00-25,detailed,0.528,52.800000000000004
