geoRegion,period_start_date,period_end_date,pop,inzCategoryNormalized,type,geoRegion_type,version,geoVersion
BZRK2015,2022-10-17,2022-10-30,57264,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2022-10-31,2022-11-13,57264,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2022-11-14,2022-11-27,57264,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2022-11-28,2022-12-11,57264,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2022-12-12,2022-12-25,57264,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2022-12-26,2023-01-08,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-01-09,2023-01-22,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-01-23,2023-02-05,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-02-06,2023-02-19,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-02-20,2023-03-05,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-03-06,2023-03-19,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-03-20,2023-04-02,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-04-03,2023-04-16,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-04-17,2023-04-30,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-05-01,2023-05-14,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-05-15,2023-05-28,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-05-29,2023-06-11,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-06-12,2023-06-25,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-06-26,2023-07-09,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-07-10,2023-07-23,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-07-24,2023-08-06,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-08-07,2023-08-20,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-08-21,2023-09-03,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-09-04,2023-09-17,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-09-18,2023-10-01,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-10-02,2023-10-15,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-10-16,2023-10-29,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-10-30,2023-11-12,57264,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2015,2023-11-13,2023-11-26,57264,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-02-24,2020-03-08,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-03-09,2020-03-22,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-03-23,2020-04-05,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-04-06,2020-04-19,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-04-20,2020-05-03,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-05-04,2020-05-17,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-05-18,2020-05-31,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-06-01,2020-06-14,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-06-15,2020-06-28,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-06-29,2020-07-12,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-07-13,2020-07-26,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-07-27,2020-08-09,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-08-10,2020-08-23,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-08-24,2020-09-06,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-09-07,2020-09-20,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-09-21,2020-10-04,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-10-05,2020-10-18,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-10-19,2020-11-01,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-11-02,2020-11-15,56371,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-11-16,2020-11-29,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-11-30,2020-12-13,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-12-14,2020-12-27,56371,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2020-12-28,2021-01-10,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-01-11,2021-01-24,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-01-25,2021-02-07,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-02-08,2021-02-21,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-02-22,2021-03-07,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-03-08,2021-03-21,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-03-22,2021-04-04,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-04-05,2021-04-18,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-04-19,2021-05-02,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-05-03,2021-05-16,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-05-17,2021-05-30,56371,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-05-31,2021-06-13,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-06-14,2021-06-27,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-06-28,2021-07-11,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-07-12,2021-07-25,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-07-26,2021-08-08,56371,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-08-09,2021-08-22,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-08-23,2021-09-05,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-09-06,2021-09-19,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-09-20,2021-10-03,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-10-04,2021-10-17,56371,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-10-18,2021-10-31,56371,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-11-01,2021-11-14,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-11-15,2021-11-28,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-11-29,2021-12-12,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-12-13,2021-12-26,56371,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2021-12-27,2022-01-09,56371,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-01-10,2022-01-23,56371,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-01-24,2022-02-06,56371,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-02-07,2022-02-20,56371,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-02-21,2022-03-06,56371,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-03-07,2022-03-20,56371,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-03-21,2022-04-03,56371,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-04-04,2022-04-17,56371,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-04-18,2022-05-01,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-05-02,2022-05-15,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-05-16,2022-05-29,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-05-30,2022-06-12,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-06-13,2022-06-26,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-06-27,2022-07-10,56371,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-07-11,2022-07-24,56371,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-07-25,2022-08-07,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-08-08,2022-08-21,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-08-22,2022-09-04,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-09-05,2022-09-18,56371,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-09-19,2022-10-02,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-10-03,2022-10-16,56371,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-10-17,2022-10-30,56371,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-10-31,2022-11-13,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-11-14,2022-11-27,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-11-28,2022-12-11,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-12-12,2022-12-25,56371,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2022-12-26,2023-01-08,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-01-09,2023-01-22,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-01-23,2023-02-05,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-02-06,2023-02-19,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-02-20,2023-03-05,56371,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-03-06,2023-03-19,56371,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-03-20,2023-04-02,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-04-03,2023-04-16,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-04-17,2023-04-30,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-05-01,2023-05-14,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-05-15,2023-05-28,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-05-29,2023-06-11,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-06-12,2023-06-25,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-06-26,2023-07-09,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-07-10,2023-07-23,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-07-24,2023-08-06,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-08-07,2023-08-20,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-08-21,2023-09-03,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-09-04,2023-09-17,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-09-18,2023-10-01,56371,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-10-02,2023-10-15,56371,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-10-16,2023-10-29,56371,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-10-30,2023-11-12,56371,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2101,2023-11-13,2023-11-26,56371,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-02-24,2020-03-08,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-03-09,2020-03-22,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-03-23,2020-04-05,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-04-06,2020-04-19,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-04-20,2020-05-03,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-05-04,2020-05-17,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-05-18,2020-05-31,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-06-01,2020-06-14,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-06-15,2020-06-28,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-06-29,2020-07-12,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-07-13,2020-07-26,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-07-27,2020-08-09,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-08-10,2020-08-23,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-08-24,2020-09-06,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-09-07,2020-09-20,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-09-21,2020-10-04,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-10-05,2020-10-18,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-10-19,2020-11-01,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-11-02,2020-11-15,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-11-16,2020-11-29,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-11-30,2020-12-13,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-12-14,2020-12-27,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2020-12-28,2021-01-10,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-01-11,2021-01-24,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-01-25,2021-02-07,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-02-08,2021-02-21,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-02-22,2021-03-07,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-03-08,2021-03-21,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-03-22,2021-04-04,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-04-05,2021-04-18,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-04-19,2021-05-02,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-05-03,2021-05-16,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-05-17,2021-05-30,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-05-31,2021-06-13,5634,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-06-14,2021-06-27,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-06-28,2021-07-11,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-07-12,2021-07-25,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-07-26,2021-08-08,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-08-09,2021-08-22,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-08-23,2021-09-05,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-09-06,2021-09-19,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-09-20,2021-10-03,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-10-04,2021-10-17,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-10-18,2021-10-31,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-11-01,2021-11-14,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-11-15,2021-11-28,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-11-29,2021-12-12,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-12-13,2021-12-26,5634,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2021-12-27,2022-01-09,5634,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-01-10,2022-01-23,5634,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-01-24,2022-02-06,5634,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-02-07,2022-02-20,5634,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-02-21,2022-03-06,5634,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-03-07,2022-03-20,5634,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-03-21,2022-04-03,5634,1920+,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-04-04,2022-04-17,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-04-18,2022-05-01,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-05-02,2022-05-15,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-05-16,2022-05-29,5634,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-05-30,2022-06-12,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-06-13,2022-06-26,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-06-27,2022-07-10,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-07-11,2022-07-24,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-07-25,2022-08-07,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-08-08,2022-08-21,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-08-22,2022-09-04,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-09-05,2022-09-18,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-09-19,2022-10-02,5634,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-10-03,2022-10-16,5634,960-1919,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-10-17,2022-10-30,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-10-31,2022-11-13,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-11-14,2022-11-27,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-11-28,2022-12-11,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-12-12,2022-12-25,5634,240-479,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2022-12-26,2023-01-08,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-01-09,2023-01-22,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-01-23,2023-02-05,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-02-06,2023-02-19,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-02-20,2023-03-05,5634,120-239,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-03-06,2023-03-19,5634,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-03-20,2023-04-02,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-04-03,2023-04-16,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-04-17,2023-04-30,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-05-01,2023-05-14,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-05-15,2023-05-28,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-05-29,2023-06-11,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-06-12,2023-06-25,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-06-26,2023-07-09,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-07-10,2023-07-23,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-07-24,2023-08-06,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-08-07,2023-08-20,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-08-21,2023-09-03,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-09-04,2023-09-17,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-09-18,2023-10-01,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-10-02,2023-10-15,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-10-16,2023-10-29,5634,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-10-30,2023-11-12,5634,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2102,2023-11-13,2023-11-26,5634,60-119,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2103,2020-02-24,2020-03-08,8718,0-59,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2103,2020-03-09,2020-03-22,8718,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
BZRK2103,2020-03-23,2020-04-05,8718,480-959,COVID19Cases,BZRK,2023-11-28_06-00-38,2021-01-01
